Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Demetris Nichols,"01/23/08, CHI vs. IND",23,2,18,58,9,32,3,15,1,2,0,7,2,0,4,4,5,22,.281,.200,.500,3.2,1.2,0.4,0.1
Joakim Noah,"01/1/12, CHI vs. MEM",22,12,651,18250,2180,4449,0,15,1327,1903,2109,5918,1846,524,857,1105,1814,5687,.490,.000,.697,28.0,8.7,9.1,2.8
Oleksiy Pecherov,"01/11/08, WAS @ ATL",22,3,111,1044,160,414,45,155,73,92,88,266,20,21,22,59,119,438,.386,.290,.793,9.4,3.9,2.4,0.2
Kosta Perovic,"01/19/08, GSW @ MIL",22,1,7,38,3,10,0,0,4,6,6,13,1,0,2,1,6,10,.300,,.667,5.4,1.4,1.9,0.1
Kasib Powell,"03/22/08, MIA @ CHA",26,1,11,304,35,95,8,33,6,9,8,44,18,9,2,5,18,84,.368,.242,.667,27.6,7.6,4.0,1.6
Gabe Pruitt,"01/11/09, BOS @ TOR",21,2,62,461,45,140,17,60,18,23,10,51,52,20,3,24,44,125,.321,.283,.783,7.4,2.0,0.8,0.8
Chris Richard,"01/11/08, MIN @ HOU",23,2,70,780,56,116,0,0,23,38,71,194,25,18,16,38,133,135,.483,,.605,11.1,1.9,2.8,0.4
Cheikh Samb,"01/14/09, LAC vs. ATL",23,2,22,114,9,36,0,3,4,9,13,31,1,4,12,4,15,22,.250,.000,.444,5.2,1.0,1.4,0.0
Luis Scola,"01/1/14, IND @ TOR",27,10,743,19001,3669,7442,92,271,1452,1961,1335,4941,1194,474,224,1121,2037,8882,.493,.339,.740,25.6,12.0,6.7,1.6
Ramon Sessions,"01/1/10, MIN vs. ORL",21,11,691,16119,2406,5539,208,658,2121,2681,339,1840,2807,472,52,1173,942,7141,.434,.316,.791,23.3,10.3,2.7,4.1
Courtney Sims,"02/22/09, PHO vs. BOS",24,2,5,24,3,7,0,0,0,0,3,6,1,0,0,1,3,6,.429,,,4.8,1.2,1.2,0.2
Jason Smith,"01/1/11, NOH @ WAS",21,11,614,10009,1570,3351,82,245,547,699,654,2071,452,208,408,506,1334,3769,.469,.335,.783,16.3,6.1,3.4,0.7
D.J. Strawberry,"01/10/08, PHO @ UTA",22,1,33,270,29,92,6,25,9,19,9,28,30,12,6,11,36,73,.315,.240,.474,8.2,2.2,0.8,0.9
Rodney Stuckey,"01/10/08, DET @ SAS",21,10,651,17890,2904,6870,276,921,2101,2551,419,1912,2333,568,94,1181,1346,8185,.423,.300,.824,27.5,12.6,2.9,3.6
Al Thornton,"01/1/11, WAS vs. NOH",24,4,296,8274,1368,3029,78,266,713,954,392,1233,353,185,152,424,771,3527,.452,.293,.747,28.0,11.9,4.2,1.2
Alando Tucker,"01/15/09, PHO @ DEN",23,3,51,426,77,182,10,34,47,60,29,49,16,5,2,19,22,211,.423,.294,.783,8.4,4.1,1.0,0.3
Darius Washington,"10/30/07, SAS vs. POR",22,1,18,146,21,48,4,12,7,13,4,20,15,5,0,14,16,53,.438,.333,.538,8.1,2.9,1.1,0.8
Darryl Watkins,"04/18/12, NOH @ MEM",23,2,14,169,12,29,0,0,11,23,13,39,3,7,6,15,22,35,.414,,.478,12.1,2.5,2.8,0.2
C.J. Watson,"01/1/11, CHI vs. CLE",23,10,600,12093,1516,3617,471,1263,841,1036,218,1156,1485,559,67,650,894,4344,.419,.373,.812,20.2,7.2,1.9,2.5
Mario West,"01/11/08, ATL vs. WAS",23,4,162,796,56,125,2,10,40,71,60,142,51,45,8,31,134,154,.448,.200,.563,4.9,1.0,0.9,0.3
Marcus Williams,"03/29/08, LAC vs. MEM",21,2,13,39,7,22,0,0,0,0,4,12,3,1,1,0,4,14,.318,,,3.0,1.1,0.9,0.2
Sean Williams,"01/1/12, DAL @ MIN",21,4,137,1978,229,448,0,1,123,197,183,472,47,47,162,120,324,581,.511,.000,.624,14.4,4.2,3.4,0.3
Brandan Wright,"01/1/14, DAL @ WAS",20,10,428,6949,1271,2095,0,12,434,644,586,1560,199,198,425,202,574,2976,.607,.000,.674,16.2,7.0,3.6,0.5
Julian Wright,"01/10/10, NOH @ WAS",20,4,231,3049,397,795,16,61,97,166,184,531,182,132,69,164,182,907,.499,.262,.584,13.2,3.9,2.3,0.8
Nick Young,"01/1/11, WAS vs. NOH",22,12,720,16419,2894,6920,1039,2764,1367,1636,260,1427,687,394,135,711,1316,8194,.418,.376,.836,22.8,11.4,2.0,1.0
Thaddeus Young,"01/1/13, PHI @ LAL",19,12,872,26764,5036,10061,382,1168,1226,1825,1771,5206,1388,1272,355,1237,1913,11680,.501,.327,.672,30.7,13.4,6.0,1.6
