Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marc Gasol,C,34,MEM,52,52,1757,292,664,.440,75,217,.346,217,447,.485,.496,151,200,.755,54,392,446,243,59,63,118,145,810
Pau Gasol,C,38,SAS,23,6,306,39,81,.481,5,10,.500,34,71,.479,.512,23,32,.719,20,97,117,46,4,13,14,24,106
Rudy Gay,PF,32,SAS,44,41,1199,252,482,.523,46,111,.414,206,371,.555,.571,78,90,.867,42,245,287,111,40,26,72,116,628
Paul George,SF,28,OKC,50,50,1801,464,1023,.454,184,449,.410,280,574,.488,.543,270,326,.828,75,326,401,202,116,24,129,137,1382
Taj Gibson,PF,33,MIN,51,51,1301,221,391,.565,11,33,.333,210,358,.587,.579,85,116,.733,130,214,344,63,43,30,56,136,538
Harry Giles,PF,20,SAC,39,0,496,102,205,.498,0,5,.000,102,200,.510,.498,28,50,.560,38,94,132,55,24,14,45,97,232
Shai Gilgeous-Alexander,PG,20,LAC,53,44,1385,203,439,.462,27,84,.321,176,355,.496,.493,96,118,.814,36,108,144,157,57,29,93,110,529
Rudy Gobert,C,26,UTA,54,53,1701,303,466,.650,0,0,,303,466,.650,.650,210,322,.652,202,490,692,118,49,117,84,153,816
Brandon Goodwin,PG,23,DEN,15,0,52,5,18,.278,2,4,.500,3,14,.214,.333,9,11,.818,1,2,3,12,0,0,3,7,21
Aaron Gordon,PF,23,ORL,49,49,1653,293,652,.449,76,218,.349,217,434,.500,.508,112,155,.723,86,280,366,169,35,33,92,109,774
Eric Gordon,SG,30,HOU,41,27,1339,231,593,.390,109,343,.318,122,250,.488,.481,91,116,.784,14,94,108,83,22,15,63,94,662
Marcin Gortat,C,34,LAC,46,42,738,99,185,.535,0,0,,99,185,.535,.535,35,48,.729,67,187,254,64,6,24,50,90,233
Devonte' Graham,PG,23,CHO,28,3,359,43,115,.374,21,64,.328,22,51,.431,.465,15,20,.750,2,28,30,61,16,0,18,28,122
Treveon Graham,SG,25,BRK,16,10,365,25,84,.298,11,50,.220,14,34,.412,.363,12,16,.750,13,37,50,17,6,4,14,38,73
Jerami Grant,PF,24,OKC,51,48,1641,249,486,.512,56,157,.357,193,329,.587,.570,103,147,.701,51,204,255,50,46,70,43,136,657
Jerian Grant,PG,26,ORL,44,1,776,67,171,.392,27,83,.325,40,88,.455,.471,21,31,.677,16,65,81,129,37,4,44,65,182
Danny Green,SG,31,TOR,51,51,1478,184,417,.441,118,280,.421,66,137,.482,.583,23,26,.885,45,169,214,66,46,42,50,121,509
Draymond Green,PF,28,GSW,37,37,1156,99,241,.411,22,89,.247,77,152,.507,.456,36,49,.735,39,251,290,273,61,38,94,122,256
Gerald Green,SG,33,HOU,48,0,1017,154,377,.408,105,298,.352,49,79,.620,.548,34,42,.810,23,107,130,29,16,19,35,92,447
JaMychal Green,PF,28,MEM,40,4,890,151,310,.487,38,96,.396,113,214,.528,.548,63,80,.788,71,176,247,36,33,26,64,123,403
Jeff Green,PF,32,WAS,50,25,1383,214,452,.473,74,199,.372,140,253,.553,.555,107,120,.892,46,180,226,92,26,25,63,109,609
Blake Griffin,PF,29,DET,49,49,1791,436,922,.473,120,335,.358,316,587,.538,.538,291,383,.760,64,337,401,262,39,21,185,141,1283
Daniel Hamilton,SG,23,ATL,19,3,204,23,60,.383,8,23,.348,15,37,.405,.450,3,6,.500,10,37,47,22,6,1,16,19,57
Tim Hardaway,SG,26,NYK,46,46,1499,282,726,.388,117,337,.347,165,389,.424,.469,199,233,.854,26,135,161,122,42,6,81,106,880
James Harden,SG,29,HOU,49,49,1837,518,1179,.439,241,652,.370,277,527,.526,.542,504,581,.867,48,283,331,396,106,39,269,164,1781
Maurice Harkless,SF,25,POR,32,25,693,81,173,.468,18,60,.300,63,113,.558,.520,18,26,.692,34,91,125,26,29,28,21,92,198
Montrezl Harrell,C,25,LAC,53,2,1384,334,536,.623,1,8,.125,333,528,.631,.624,166,272,.610,129,228,357,87,49,71,75,160,835
Devin Harris,PG,35,DAL,40,0,603,86,206,.417,35,114,.307,51,92,.554,.502,50,68,.735,6,55,61,54,26,8,29,71,257
Gary Harris,SG,24,DEN,32,27,956,174,409,.425,50,159,.314,124,250,.496,.487,75,92,.815,22,75,97,87,31,14,39,68,473
Joe Harris,SG,27,BRK,50,50,1484,242,496,.488,115,254,.453,127,242,.525,.604,64,76,.842,35,149,184,127,27,9,80,133,663
Tobias Harris,PF,26,LAC,53,53,1836,406,816,.498,106,249,.426,300,567,.529,.563,187,213,.878,35,386,421,143,39,24,100,117,1105
Andrew Harrison,SG-PG,24,TOT,17,0,187,16,53,.302,5,25,.200,11,28,.393,.349,17,18,.944,6,14,20,24,4,2,12,34,54
Andrew Harrison,PG,24,MEM,1,0,5,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,0,0,0,0,0,0,1,2
Andrew Harrison,SG,24,CLE,10,0,144,12,39,.308,3,14,.214,9,25,.360,.346,16,16,1.000,4,11,15,17,4,2,10,26,43
Andrew Harrison,SG,24,NOP,6,0,38,3,12,.250,2,10,.200,1,2,.500,.333,1,2,.500,2,3,5,7,0,0,2,7,9
Shaquille Harrison,PG,25,CHI,44,0,767,89,222,.401,16,58,.276,73,164,.445,.437,46,74,.622,15,100,115,71,51,16,32,71,240
Josh Hart,SG,23,LAL,53,21,1417,164,401,.409,81,238,.340,83,163,.509,.510,49,72,.681,29,183,212,80,56,34,53,122,458
Isaiah Hartenstein,PF,20,HOU,25,0,201,19,40,.475,2,6,.333,17,34,.500,.500,11,14,.786,21,22,43,13,6,10,13,51,51
Udonis Haslem,C,38,MIA,3,0,14,2,6,.333,0,2,.000,2,4,.500,.333,0,0,,1,4,5,0,0,0,2,3,4
Gordon Hayward,PF,28,BOS,47,16,1209,179,424,.422,55,172,.320,124,252,.492,.487,92,109,.844,40,175,215,159,46,15,69,66,505
John Henson,C,28,MIL,14,0,188,31,67,.463,11,31,.355,20,36,.556,.545,6,10,.600,16,55,71,14,7,11,12,16,79
Juan Hernangomez,PF,23,DEN,50,25,1166,129,276,.467,63,158,.399,66,118,.559,.582,62,78,.795,59,178,237,45,22,22,33,70,383
Willy Hernangomez,C,24,CHO,44,2,607,120,231,.519,13,30,.433,107,201,.532,.548,71,105,.676,90,154,244,40,11,15,45,79,324
Mario Hezonja,SF,23,NYK,43,11,814,127,317,.401,29,108,.269,98,209,.469,.446,50,71,.704,17,130,147,43,41,6,50,73,333
Buddy Hield,SG,26,SAC,52,52,1640,398,830,.480,180,391,.460,218,439,.497,.588,88,102,.863,64,192,256,121,27,18,95,128,1064
Haywood Highsmith,SF,22,PHI,2,0,9,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,1,1,2,0,0,0,0,3
Nene Hilario,C,36,HOU,25,2,333,38,70,.543,0,2,.000,38,68,.559,.543,22,31,.710,19,61,80,18,9,9,6,53,98
George Hill,PG,32,TOT,39,13,898,111,246,.451,32,95,.337,79,151,.523,.516,42,52,.808,26,68,94,92,38,4,35,77,296
George Hill,PG,32,CLE,13,13,344,55,107,.514,13,28,.464,42,79,.532,.575,17,20,.850,12,15,27,36,12,1,20,35,140
George Hill,PG,32,MIL,26,0,554,56,139,.403,19,67,.284,37,72,.514,.471,25,32,.781,14,53,67,56,26,3,15,42,156
Solomon Hill,SF,27,NOP,34,15,706,50,129,.388,20,70,.286,30,59,.508,.465,17,25,.680,29,78,107,44,18,8,23,61,137
Aaron Holiday,PG,22,IND,33,0,367,61,159,.384,24,82,.293,37,77,.481,.459,27,30,.900,3,44,47,47,13,11,22,40,173
Jrue Holiday,SG,28,NOP,53,53,1943,432,906,.477,89,269,.331,343,637,.538,.526,162,214,.757,64,198,262,422,85,44,173,124,1115
Justin Holiday,SG,29,TOT,53,48,1728,186,507,.367,111,327,.339,75,180,.417,.476,59,66,.894,24,193,217,107,84,25,71,104,542
Justin Holiday,SG,29,CHI,38,38,1325,151,394,.383,97,270,.359,54,124,.435,.506,41,46,.891,19,150,169,85,67,21,47,79,440
Justin Holiday,SG,29,MEM,15,10,403,35,113,.310,14,57,.246,21,56,.375,.372,18,20,.900,5,43,48,22,17,4,24,25,102
John Holland,SF,30,CLE,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Rondae Hollis-Jefferson,SF,24,BRK,43,20,968,149,372,.401,9,39,.231,140,333,.420,.413,95,146,.651,58,178,236,76,32,22,49,82,402
Richaun Holmes,C,25,PHO,48,2,792,154,232,.664,0,0,,154,232,.664,.664,78,108,.722,77,140,217,41,30,59,37,125,386
Rodney Hood,SG,26,CLE,45,45,1234,194,454,.427,55,152,.362,139,302,.460,.488,104,114,.912,18,94,112,92,38,5,36,101,547
Al Horford,C,32,BOS,42,42,1186,223,419,.532,46,128,.359,177,291,.608,.587,35,45,.778,79,203,282,154,33,63,69,78,527
Danuel House,SF,25,HOU,25,12,620,71,155,.458,39,100,.390,32,55,.582,.584,45,55,.818,20,69,89,26,14,10,23,45,226
Dwight Howard,C,33,WAS,9,9,230,43,69,.623,0,0,,43,69,.623,.623,29,48,.604,24,59,83,4,7,4,16,34,115
Kevin Huerter,SG,20,ATL,48,32,1302,163,398,.410,84,220,.382,79,178,.444,.515,29,39,.744,40,115,155,134,42,19,76,94,439
Chandler Hutchison,SF,22,CHI,44,14,895,96,209,.459,14,50,.280,82,159,.516,.493,23,38,.605,31,154,185,34,23,6,25,59,229
Serge Ibaka,C,29,TOR,49,40,1423,327,626,.522,33,127,.260,294,499,.589,.549,100,127,.787,101,273,374,69,25,67,89,152,787
Andre Iguodala,SF,35,GSW,47,11,1108,102,210,.486,35,99,.354,67,111,.604,.569,33,53,.623,34,145,179,151,41,38,36,62,272
Ersan Ilyasova,PF,31,MIL,39,3,674,89,210,.424,30,88,.341,59,122,.484,.495,28,32,.875,48,122,170,36,24,9,30,91,236
Joe Ingles,SF,31,UTA,54,54,1684,229,531,.431,110,304,.362,119,227,.524,.535,67,93,.720,17,190,207,264,74,12,120,129,635
Brandon Ingram,SF,21,LAL,42,42,1401,280,575,.487,21,72,.292,259,503,.515,.505,141,217,.650,32,172,204,126,25,26,106,114,722
Kyrie Irving,PG,26,BOS,44,44,1439,396,796,.497,115,279,.412,281,517,.544,.570,133,156,.853,53,163,216,304,76,20,120,101,1040
Jonathan Isaac,PF,21,ORL,47,36,1207,139,341,.408,36,132,.273,103,209,.493,.460,75,89,.843,56,195,251,50,38,55,51,95,389
Wesley Iwundu,SF,24,ORL,39,12,654,63,159,.396,13,40,.325,50,119,.420,.437,47,58,.810,17,71,88,31,16,10,24,70,186
Demetrius Jackson,PG,24,PHI,6,0,39,8,15,.533,2,6,.333,6,9,.667,.600,4,4,1.000,2,1,3,5,2,0,1,4,22
Frank Jackson,PG,20,NOP,38,3,557,89,198,.449,25,77,.325,64,121,.529,.513,29,37,.784,9,48,57,33,11,0,24,53,232
Jaren Jackson,PF,19,MEM,52,50,1339,264,516,.512,40,121,.331,224,395,.567,.550,129,165,.782,64,178,242,58,47,77,86,199,697
Josh Jackson,SG,21,PHO,54,17,1270,214,523,.409,41,138,.297,173,385,.449,.448,92,140,.657,41,187,228,122,52,36,123,139,561
Justin Jackson,SF,23,SAC,51,3,1075,125,293,.427,55,158,.348,70,135,.519,.520,41,50,.820,25,120,145,68,23,13,22,67,346
Reggie Jackson,PG,28,DET,51,51,1486,258,636,.406,101,290,.348,157,346,.454,.485,130,150,.867,33,114,147,221,36,6,88,146,747
LeBron James,PF,34,LAL,35,35,1219,349,678,.515,69,197,.350,280,481,.582,.566,185,271,.683,33,264,297,252,45,24,120,54,952
Amile Jefferson,PF,25,ORL,1,0,4,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,1,0,1,0,0,0,0,1,2
Jonas Jerebko,PF,31,GSW,48,6,896,119,253,.470,50,138,.362,69,115,.600,.569,47,57,.825,57,174,231,73,16,9,35,102,335
Alize Johnson,PF,22,IND,11,0,32,2,10,.200,1,2,.500,1,8,.125,.250,1,4,.250,1,7,8,0,0,1,0,3,6
Amir Johnson,C,31,PHI,37,2,354,55,103,.534,9,24,.375,46,79,.582,.578,23,30,.767,26,69,95,45,11,8,33,72,142
James Johnson,PF,31,MIA,35,33,727,103,247,.417,32,94,.340,71,153,.464,.482,27,36,.750,16,92,108,82,20,13,44,70,265
Stanley Johnson,SF,22,DET,46,7,910,125,335,.373,46,174,.264,79,161,.491,.442,38,48,.792,24,141,165,56,46,12,55,86,334
Tyler Johnson,PG,26,MIA,43,9,1094,169,394,.429,72,200,.360,97,194,.500,.520,61,88,.693,19,100,119,110,40,20,62,71,471
Wesley Johnson,SF,31,NOP,26,13,377,35,88,.398,19,50,.380,16,38,.421,.506,6,9,.667,10,44,54,16,12,7,12,45,95
Nikola Jokic,C,23,DEN,51,51,1600,390,767,.508,57,185,.308,333,582,.572,.546,194,229,.847,148,390,538,394,71,35,159,145,1031
Damian Jones,C,23,GSW,24,22,410,53,74,.716,0,0,,53,74,.716,.716,24,37,.649,31,44,75,28,12,25,16,63,130
Derrick Jones,SF,21,MIA,37,5,668,104,203,.512,19,52,.365,85,151,.563,.559,45,73,.616,67,95,162,18,30,26,25,72,272
Jalen Jones,SF,25,CLE,16,0,214,26,62,.419,10,28,.357,16,34,.471,.500,19,27,.704,11,23,34,7,9,2,8,27,81
Tyus Jones,PG,22,MIN,43,6,873,90,237,.380,22,74,.297,68,163,.417,.426,32,38,.842,13,59,72,170,54,3,27,39,234
DeAndre Jordan,C,30,DAL,50,50,1554,208,323,.644,0,0,,208,323,.644,.644,135,198,.682,161,525,686,99,33,53,111,125,551
Cory Joseph,PG,27,IND,52,2,1338,152,354,.429,40,117,.342,112,237,.473,.486,21,30,.700,22,160,182,203,60,11,61,84,365
Frank Kaminsky,C,25,CHO,24,0,271,47,97,.485,15,43,.349,32,54,.593,.562,22,35,.629,19,41,60,26,5,5,18,25,131
Enes Kanter,C,26,NYK,44,23,1128,251,468,.536,7,22,.318,244,446,.547,.544,105,129,.814,171,290,461,84,18,17,79,106,614
Luke Kennard,SG,22,DET,33,9,665,102,243,.420,43,120,.358,59,123,.480,.508,19,26,.731,5,87,92,42,13,6,28,43,266
Michael Kidd-Gilchrist,PF,25,CHO,45,1,893,131,270,.485,10,35,.286,121,235,.515,.504,83,107,.776,77,123,200,44,25,34,33,123,355
George King,SF,25,PHO,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
Maxi Kleber,PF,27,DAL,47,10,900,103,232,.444,46,137,.336,57,95,.600,.543,39,49,.796,55,135,190,35,25,58,30,86,291
Brandon Knight,PG,27,HOU,12,0,118,11,47,.234,5,32,.156,6,15,.400,.287,9,11,.818,1,8,9,9,2,0,5,14,36
Kevin Knox,PF,19,NYK,44,26,1216,196,524,.374,71,209,.340,125,315,.397,.442,86,123,.699,37,149,186,40,25,14,59,105,549
Furkan Korkmaz,SG,21,PHI,42,6,595,86,216,.398,44,131,.336,42,85,.494,.500,29,36,.806,13,83,96,47,26,2,23,53,245
Luke Kornet,PF,23,NYK,24,10,366,57,133,.429,37,87,.425,20,46,.435,.568,19,23,.826,14,46,60,31,14,12,14,18,170
Kyle Korver,SG-PF,37,TOT,48,0,898,144,322,.447,95,226,.420,49,96,.510,.595,44,53,.830,6,98,104,48,13,9,41,72,427
Kyle Korver,PF,37,CLE,16,0,251,35,76,.461,25,54,.463,10,22,.455,.625,13,16,.813,0,29,29,17,3,2,17,22,108
Kyle Korver,SG,37,UTA,32,0,647,109,246,.443,70,172,.407,39,74,.527,.585,31,37,.838,6,69,75,31,10,7,24,50,319
Kosta Koufos,C,29,SAC,29,1,365,53,107,.495,0,0,,53,107,.495,.495,6,15,.400,40,94,134,26,12,13,20,52,112
Rodions Kurucs,SF,20,BRK,37,25,777,130,278,.468,29,98,.296,101,180,.561,.520,50,56,.893,38,104,142,24,23,10,44,86,339
Kyle Kuzma,SF,23,LAL,49,47,1606,348,750,.464,91,297,.306,257,453,.567,.525,132,172,.767,42,241,283,120,33,18,103,111,919
Skal Labissiere,PF,22,SAC,12,0,101,12,27,.444,3,10,.300,9,17,.529,.500,6,11,.545,2,18,20,5,2,2,6,20,33
Jeremy Lamb,SG,26,CHO,49,49,1396,264,599,.441,66,194,.340,198,405,.489,.496,129,150,.860,39,235,274,97,47,13,48,92,723
Zach LaVine,SG,23,CHI,46,45,1557,372,819,.454,79,230,.343,293,589,.497,.502,227,262,.866,23,180,203,191,44,17,157,104,1050
Jake Layman,SF,24,POR,41,25,696,118,227,.520,37,103,.359,81,124,.653,.601,19,26,.731,32,83,115,26,18,14,24,51,292
T.J. Leaf,PF,21,IND,31,0,252,45,84,.536,4,19,.211,41,65,.631,.560,8,14,.571,17,40,57,14,4,6,10,21,102
Courtney Lee,SG,33,NYK,12,2,160,21,47,.447,5,16,.313,16,31,.516,.500,9,14,.643,6,21,27,16,8,2,5,13,56
Damion Lee,SG,26,GSW,17,0,202,30,63,.476,14,33,.424,16,30,.533,.587,11,13,.846,4,28,32,3,8,0,8,19,85
Alex Len,C,25,ATL,48,20,945,192,397,.484,24,86,.279,168,311,.540,.514,91,135,.674,107,173,280,48,18,47,73,127,499
Kawhi Leonard,SF,27,TOR,39,39,1367,375,751,.499,70,190,.368,305,561,.544,.546,256,299,.856,54,256,310,123,75,19,80,60,1076
Meyers Leonard,C,26,POR,48,1,702,108,198,.545,43,92,.467,65,106,.613,.654,35,40,.875,40,153,193,60,13,9,35,80,294
Jon Leuer,PF,29,DET,31,1,343,60,99,.606,0,9,.000,60,90,.667,.606,22,29,.759,22,63,85,12,12,4,21,51,142
Caris LeVert,SF,24,BRK,14,14,416,97,204,.475,19,61,.311,78,143,.545,.522,44,61,.721,14,46,60,52,17,5,30,34,257
Damian Lillard,PG,28,POR,51,51,1801,443,985,.450,145,390,.372,298,595,.501,.523,316,348,.908,41,192,233,319,55,25,142,91,1347
Jeremy Lin,PG,30,ATL,47,1,923,165,352,.469,41,121,.339,124,231,.537,.527,135,161,.839,15,94,109,167,34,6,93,85,506
Shaun Livingston,PG,33,GSW,41,0,630,76,157,.484,0,2,.000,76,155,.490,.484,35,43,.814,28,52,80,81,21,19,25,50,187
Zach Lofton,SG,26,DET,1,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,1,0,1,0,0
Kevon Looney,C,22,GSW,52,22,1092,154,247,.623,1,10,.100,153,237,.646,.626,48,77,.623,137,173,310,96,31,45,35,145,357
Brook Lopez,C,30,MIL,51,51,1426,223,485,.460,129,333,.387,94,152,.618,.593,53,66,.803,19,191,210,52,24,108,49,112,628
Robin Lopez,C,30,CHI,45,7,759,120,229,.524,5,18,.278,115,211,.545,.535,31,46,.674,61,71,132,41,8,41,58,74,276
Kevin Love,PF,30,CLE,4,4,136,21,65,.323,7,24,.292,14,41,.341,.377,27,33,.818,10,44,54,14,1,1,10,14,76
Kyle Lowry,PG,32,TOR,42,42,1442,196,479,.409,90,282,.319,106,197,.538,.503,110,130,.846,24,163,187,388,58,22,119,105,592
Jordan Loyd,PG,25,TOR,5,0,24,3,5,.600,2,2,1.000,1,3,.333,.800,4,4,1.000,1,6,7,2,0,0,2,2,12
Kalin Lucas,PG,29,DET,1,0,6,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,0,3,3,1,0,0,0,1,2
Timothe Luwawu-Cabarrot,SF,23,OKC,21,1,123,13,43,.302,5,22,.227,8,21,.381,.360,4,6,.667,4,14,18,4,4,1,5,14,35
Tyler Lydon,PF,22,DEN,20,0,79,8,16,.500,4,10,.400,4,6,.667,.625,1,3,.333,5,9,14,4,2,0,4,9,21
Trey Lyles,PF,23,DEN,50,1,935,174,415,.419,41,161,.255,133,254,.524,.469,67,97,.691,39,169,208,68,25,20,55,80,456
Shelvin Mack,PG,28,MEM,51,3,1162,159,375,.424,45,122,.369,114,253,.451,.484,53,75,.707,18,82,100,177,42,3,60,76,416
Daryl Macon,SG,23,DAL,3,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,1,0,1,0,2
J.P. Macura,SG,23,CHO,1,0,14,2,8,.250,0,4,.000,2,4,.500,.250,0,0,,0,2,2,2,0,0,0,0,4
Ian Mahinmi,C,32,WAS,30,6,436,39,80,.488,1,12,.083,38,68,.559,.494,40,59,.678,39,67,106,24,23,15,19,74,119
Thon Maker,C,21,MIL,35,0,409,59,134,.440,26,78,.333,33,56,.589,.537,20,37,.541,17,79,96,18,10,18,9,55,164
Boban Marjanovic,C,30,LAC,34,9,359,82,134,.612,0,2,.000,82,132,.621,.612,68,90,.756,51,92,143,20,9,17,35,56,232
Lauri Markkanen,PF,21,CHI,30,29,947,188,437,.430,74,194,.381,114,243,.469,.515,75,87,.862,33,208,241,30,24,23,47,67,525
Jarell Martin,PF,24,ORL,28,1,234,30,71,.423,10,30,.333,20,41,.488,.493,7,8,.875,7,39,46,13,2,7,10,31,77
Frank Mason,PG,24,SAC,33,0,383,55,136,.404,9,46,.196,46,90,.511,.438,33,48,.688,4,32,36,81,16,4,29,26,152
Wesley Matthews,SF,32,DAL,44,44,1312,194,469,.414,100,263,.380,94,206,.456,.520,87,110,.791,20,82,102,100,33,12,58,102,575
Luc Mbah a Moute,PF,32,LAC,4,0,61,8,18,.444,2,6,.333,6,12,.500,.500,2,5,.400,2,5,7,2,1,1,2,8,20
Patrick McCaw,SG,23,TOT,9,0,101,3,16,.188,1,8,.125,2,8,.250,.219,2,2,1.000,3,12,15,7,5,0,8,8,9
Patrick McCaw,SG,23,CLE,3,0,53,2,9,.222,1,4,.250,1,5,.200,.278,0,0,,0,3,3,2,2,0,3,1,5
Patrick McCaw,SG,23,TOR,6,0,48,1,7,.143,0,4,.000,1,3,.333,.143,2,2,1.000,3,9,12,5,3,0,5,7,4
CJ McCollum,SG,27,POR,51,51,1733,421,910,.463,109,304,.359,312,606,.515,.523,120,145,.828,44,153,197,139,42,18,81,123,1071
T.J. McConnell,PG,26,PHI,47,1,993,140,259,.541,10,32,.313,130,227,.573,.560,20,26,.769,19,88,107,183,56,14,62,80,310
Doug McDermott,SF,27,IND,51,0,891,121,261,.464,57,147,.388,64,114,.561,.573,45,52,.865,10,58,68,42,11,6,28,69,344
JaVale McGee,C,31,LAL,46,37,999,219,369,.593,1,8,.125,218,361,.604,.595,58,90,.644,110,204,314,35,29,96,69,113,497
Rodney McGruder,SG,27,MIA,47,44,1208,153,376,.407,65,178,.365,88,198,.444,.493,37,49,.755,41,129,170,97,27,8,56,97,408
Alfonzo McKinnie,SF,26,GSW,43,1,634,91,189,.481,28,79,.354,63,110,.573,.556,15,29,.517,56,105,161,16,10,10,20,83,225
Ben McLemore,SG,25,SAC,19,0,158,25,64,.391,17,41,.415,8,23,.348,.523,8,12,.667,3,14,17,4,6,3,5,22,75
Jordan McRae,SG,27,WAS,13,0,88,15,34,.441,5,9,.556,10,25,.400,.515,5,9,.556,3,9,12,5,4,1,3,3,40
Salah Mejri,C,32,DAL,16,1,108,15,28,.536,0,2,.000,15,26,.577,.536,7,8,.875,12,26,38,6,2,3,4,16,37
De'Anthony Melton,PG,20,PHO,33,25,675,71,193,.368,24,77,.312,47,116,.405,.430,15,18,.833,16,70,86,110,50,17,55,85,181
Chimezie Metu,PF,21,SAS,22,0,115,16,47,.340,0,2,.000,16,45,.356,.340,13,17,.765,8,19,27,11,5,2,12,10,45
Khris Middleton,SF,27,MIL,49,49,1529,304,687,.443,116,303,.383,188,384,.490,.527,129,153,.843,24,259,283,206,53,4,111,114,853
C.J. Miles,SF,31,TOR,38,1,540,66,200,.330,40,132,.303,26,68,.382,.430,31,40,.775,10,54,64,21,17,9,20,58,203
Darius Miller,SF,28,NOP,48,10,1201,124,312,.397,90,239,.377,34,73,.466,.542,34,40,.850,7,77,84,81,33,19,38,117,372
Patty Mills,PG,30,SAS,54,0,1281,180,416,.433,98,244,.402,82,172,.477,.550,66,77,.857,16,111,127,160,38,9,63,82,524
Paul Millsap,PF,33,DEN,44,40,1130,193,398,.485,30,85,.353,163,313,.521,.523,112,155,.723,88,196,284,84,53,36,58,108,528
Shake Milton,SG,22,PHI,13,0,126,20,46,.435,10,25,.400,10,21,.476,.543,4,5,.800,7,13,20,13,4,3,3,14,54
Nikola Mirotic,PF,27,NOP,32,22,925,182,407,.447,85,231,.368,97,176,.551,.552,85,101,.842,46,218,264,35,21,25,37,86,534
Donovan Mitchell,SG,22,UTA,50,50,1658,408,968,.421,109,336,.324,299,632,.473,.478,195,245,.796,34,158,192,202,77,18,139,134,1120
Naz Mitrou-Long,SG,25,UTA,10,0,39,2,8,.250,1,6,.167,1,2,.500,.313,0,0,,0,2,2,4,0,0,3,5,5
Malik Monk,SG,20,CHO,49,0,919,179,446,.401,83,240,.346,96,206,.466,.494,76,84,.905,9,78,87,92,27,13,66,71,517
Greg Monroe,C,28,TOR,36,2,385,66,145,.455,0,4,.000,66,141,.468,.455,32,57,.561,55,87,142,15,12,8,29,54,164
E'Twaun Moore,SF,29,NOP,44,35,1294,221,458,.483,60,144,.417,161,314,.513,.548,38,50,.760,33,77,110,90,34,7,49,99,540
Eric Moreland,PF,27,PHO,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,0,0,1,0
Jaylen Morris,SG,23,MIL,4,0,29,4,10,.400,1,3,.333,3,7,.429,.450,1,2,.500,0,5,5,4,2,0,1,1,10
Marcus Morris,PF,29,BOS,48,31,1315,254,532,.477,104,248,.419,150,284,.528,.575,94,108,.870,43,248,291,69,30,16,61,120,706
Markieff Morris,PF,29,WAS,34,15,883,143,328,.436,48,144,.333,95,184,.516,.509,57,73,.781,41,133,174,60,25,20,47,117,391
Monte Morris,PG,23,DEN,52,4,1297,222,454,.489,64,144,.444,158,310,.510,.559,38,48,.792,23,115,138,205,49,2,35,60,546
Johnathan Motley,PF,23,LAC,12,0,83,22,44,.500,0,2,.000,22,42,.524,.500,14,23,.609,13,13,26,5,2,1,10,13,58
Emmanuel Mudiay,PG,22,NYK,39,32,1036,219,483,.453,41,133,.308,178,350,.509,.496,95,125,.760,25,95,120,152,31,13,83,70,574
Jamal Murray,PG,21,DEN,47,46,1574,328,759,.432,91,249,.365,237,510,.465,.492,122,146,.836,45,160,205,228,37,18,112,99,869
Dzanan Musa,SG,19,BRK,7,0,26,6,14,.429,0,6,.000,6,8,.750,.429,0,2,.000,1,2,3,1,2,0,3,1,12
Mike Muscala,PF,27,PHI,46,5,1009,108,275,.393,68,197,.345,40,78,.513,.516,57,70,.814,51,145,196,61,18,27,42,109,341
Sviatoslav Mykhailiuk,SF,21,LAL,38,0,408,43,129,.333,27,84,.321,16,45,.356,.438,9,16,.563,8,24,32,32,13,0,20,25,122
Abdel Nader,SF,25,OKC,33,1,319,50,108,.463,15,41,.366,35,67,.522,.532,12,15,.800,6,52,58,9,7,2,13,35,127
Larry Nance,C,26,CLE,43,17,1089,149,283,.527,13,41,.317,136,242,.562,.549,64,90,.711,93,233,326,130,61,29,55,122,375
Shabazz Napier,PG,27,BRK,42,1,743,131,331,.396,60,163,.368,71,168,.423,.486,94,114,.825,13,63,76,96,34,13,52,52,416
Raul Neto,PG,26,UTA,19,1,228,36,70,.514,9,27,.333,27,43,.628,.579,13,14,.929,2,27,29,38,8,0,18,21,94
Georges Niang,PF,25,UTA,40,0,303,44,102,.431,28,70,.400,16,32,.500,.569,9,11,.818,7,46,53,20,7,3,13,36,125
Joakim Noah,C,33,MEM,25,0,331,44,92,.478,0,0,,44,92,.478,.478,26,41,.634,31,82,113,33,11,14,27,42,114
