Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jared Jeffries,PF,30,NYK,39,729,10.9,.484,.111,.500,10.8,13.3,12.0,5.4,2.0,2.7,14.2,12.6,0.5,1.1,1.7,.109,-1.9,2.3,0.4,0.4
Charles Jenkins,PG,22,GSW,51,893,12.4,.482,.069,.134,1.0,7.6,4.3,29.9,1.9,0.5,16.3,19.0,0.4,0.1,0.5,.028,-2.5,-3.0,-5.5,-0.8
Brandon Jennings,PG,22,MIL,66,2331,18.4,.514,.346,.213,2.3,8.6,5.3,26.7,2.3,0.7,10.6,25.9,3.8,1.8,5.5,.114,3.6,-1.3,2.3,2.5
Jonas Jerebko,PF,24,DET,64,1468,14.2,.548,.234,.274,7.6,17.8,12.5,5.1,1.5,1.1,11.5,18.1,2.0,1.3,3.3,.108,-0.2,-1.2,-1.4,0.2
Yi Jianlian,PF,24,DAL,30,203,10.4,.433,.122,.256,6.7,20.3,13.6,4.1,1.8,3.1,13.3,24.1,-0.3,0.3,0.0,-0.003,-6.9,-0.4,-7.3,-0.3
Amir Johnson,PF,24,TOR,64,1553,14.4,.600,.015,.247,11.4,19.4,15.4,8.7,1.1,3.6,20.0,14.3,1.9,2.0,4.0,.122,-0.5,2.7,2.2,1.6
Armon Johnson,PG,22,TOT,9,124,12.9,.515,.070,.140,0.9,11.6,6.1,16.1,2.1,0.0,11.6,19.1,0.1,0.0,0.1,.050,-2.6,-2.4,-5.0,-0.1
Armon Johnson,PG,22,POR,1,5,20.7,1.000,.000,.000,0.0,23.8,11.7,0.0,10.5,0.0,50.0,18.3,0.0,0.0,0.0,.042,-4.8,4.3,-0.5,0.0
Armon Johnson,PG,22,NJN,8,119,12.5,.504,.071,.143,0.9,11.0,5.9,16.7,1.8,0.0,10.1,19.1,0.1,0.0,0.1,.051,-2.5,-2.7,-5.2,-0.1
Carldell Johnson,PG,29,NOH,15,119,8.9,.372,.429,.086,1.0,7.9,4.5,29.4,3.7,0.0,16.2,17.2,-0.1,0.1,0.0,-0.003,-3.2,-1.3,-4.5,-0.1
Chris Johnson,C,26,TOT,27,175,10.8,.557,.000,.463,10.1,16.8,13.5,1.8,1.9,4.0,23.3,17.1,0.0,0.2,0.2,.059,-4.8,0.2,-4.7,-0.1
Chris Johnson,C,26,POR,20,93,11.4,.566,.000,.522,9.8,12.8,11.3,1.7,0.6,6.6,19.8,17.4,0.1,0.1,0.1,.077,-4.4,0.1,-4.4,-0.1
Chris Johnson,C,26,NOH,7,82,10.1,.546,.000,.389,10.3,21.4,16.0,2.0,3.3,1.0,27.5,16.8,-0.1,0.1,0.1,.038,-5.3,0.3,-5.0,-0.1
Ivan Johnson,PF,27,ATL,56,934,14.3,.558,.022,.364,8.2,20.1,14.2,5.7,2.4,1.5,17.8,19.5,0.5,1.7,2.2,.113,-2.9,1.0,-1.9,0.0
JaJuan Johnson,PF,22,BOS,36,298,11.4,.456,.000,.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,.032,-5.9,-0.4,-6.3,-0.3
James Johnson,SF,24,TOR,62,1561,14.5,.498,.116,.222,5.6,16.2,11.0,13.9,2.4,4.4,15.1,20.2,0.1,2.5,2.6,.079,-1.6,3.4,1.9,1.5
Joe Johnson,SG,30,ATL,60,2127,18.4,.557,.346,.200,2.9,9.2,6.1,19.7,1.2,0.5,10.3,24.9,4.4,2.1,6.4,.145,3.4,-1.4,2.1,2.2
Trey Johnson,SG,27,NOH,11,61,11.8,.648,.000,.357,6.0,17.3,11.7,11.1,0.9,0.0,23.6,16.4,0.1,0.0,0.1,.096,-2.4,-1.3,-3.6,0.0
Wesley Johnson,SF,24,MIN,65,1469,8.0,.477,.426,.086,1.8,11.6,6.7,6.4,1.2,2.3,12.7,14.3,-0.4,1.0,0.6,.021,-2.6,1.0,-1.6,0.1
Dahntay Jones,SF,31,IND,65,1052,10.3,.533,.274,.352,2.5,10.0,6.3,9.6,1.2,0.8,12.4,16.0,1.1,0.8,2.0,.090,-0.9,-1.1,-2.0,0.0
Dominique Jones,SG,23,DAL,33,268,11.8,.493,.110,.507,3.8,14.6,9.2,24.6,2.0,1.5,23.9,20.3,-0.1,0.4,0.2,.044,-3.9,1.0,-2.9,-0.1
James Jones,SG,31,MIA,51,666,9.7,.567,.760,.200,1.1,7.4,4.4,4.2,1.3,1.1,5.8,12.1,0.9,0.7,1.7,.120,0.3,-1.2,-1.0,0.2
Solomon Jones,C-PF,27,TOT,21,292,9.1,.471,.000,.377,13.1,10.5,11.8,4.9,1.7,3.1,20.2,14.4,0.0,0.3,0.3,.042,-3.2,1.2,-2.0,0.0
Solomon Jones,PF,27,LAC,10,96,5.3,.294,.000,.625,13.5,7.5,10.5,2.8,2.2,4.3,32.9,7.3,-0.1,0.1,0.0,.008,-4.5,3.4,-1.1,0.0
Solomon Jones,C,27,NOH,11,196,11.0,.501,.000,.340,13.0,12.0,12.5,5.9,1.4,2.5,17.6,17.8,0.1,0.2,0.2,.059,-2.5,0.1,-2.4,0.0
DeAndre Jordan,C,23,LAC,66,1798,16.4,.626,.003,.433,13.2,23.0,18.1,1.5,0.9,6.2,16.0,11.9,3.2,2.4,5.6,.150,-1.1,2.1,1.0,1.4
Jerome Jordan,C,25,NYK,21,108,18.3,.561,.000,.303,14.8,14.1,14.4,6.3,0.5,4.4,5.1,16.4,0.3,0.1,0.5,.211,0.3,0.3,0.6,0.1
Cory Joseph,PG,20,SAS,29,266,6.9,.374,.214,.243,2.2,8.5,5.4,17.4,1.4,0.8,13.4,15.4,-0.2,0.2,0.0,.001,-4.2,-0.6,-4.8,-0.2
Chris Kaman,C,29,NOH,47,1372,15.3,.478,.000,.179,7.9,23.5,15.8,14.0,1.0,4.7,16.7,26.6,-1.2,1.9,0.7,.024,-3.5,2.2,-1.4,0.2
Enes Kanter,C,19,UTA,66,874,14.5,.539,.004,.445,13.9,22.7,18.3,1.4,1.1,2.1,16.1,17.3,0.9,0.8,1.7,.095,-2.6,-2.1,-4.7,-0.6
Jason Kapono,SG,30,LAL,27,269,4.5,.476,.491,.073,0.9,4.8,2.9,6.0,0.6,0.0,9.6,10.7,0.0,0.1,0.1,.021,-3.1,-2.2,-5.2,-0.2
D.J. Kennedy,SF,22,CLE,2,59,4.7,.466,.333,.167,1.9,12.0,6.7,8.2,1.8,0.0,18.9,12.1,0.0,0.0,0.0,-0.023,-4.5,-1.1,-5.6,-0.1
Jason Kidd,PG,38,DAL,48,1379,13.1,.524,.817,.103,1.2,14.8,8.1,28.4,3.1,0.6,24.2,12.7,0.9,2.1,3.0,.104,0.4,2.1,2.5,1.5
Linas Kleiza,SF,27,TOR,49,1057,12.4,.521,.437,.244,4.7,17.2,11.0,7.9,1.2,0.3,12.4,23.1,0.5,1.0,1.5,.066,-0.3,-1.9,-2.2,-0.1
Brandon Knight,PG,20,DET,66,2129,11.7,.511,.359,.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1.0,1.3,.029,0.0,-2.0,-1.9,0.0
Kyle Korver,SG,30,CHI,65,1469,13.6,.600,.658,.160,2.0,9.9,6.0,11.7,1.3,0.7,10.7,15.3,3.1,2.1,5.3,.172,2.5,0.0,2.5,1.7
Kosta Koufos,C,22,DEN,48,792,17.3,.608,.000,.286,14.4,23.3,19.0,2.9,1.5,4.1,13.2,14.0,1.7,1.0,2.7,.163,0.0,1.0,1.0,0.6
Carl Landry,PF,28,NOH,41,999,18.2,.577,.008,.508,9.5,15.9,12.8,7.1,0.7,1.0,12.6,24.0,2.2,0.7,2.9,.139,0.2,-2.0,-1.8,0.1
Ty Lawson,PG,24,DEN,61,2124,19.4,.579,.261,.282,3.1,9.2,6.2,30.2,2.0,0.2,14.7,21.2,5.7,1.2,6.9,.157,4.2,-1.0,3.3,2.8
Courtney Lee,SG,26,HOU,58,1757,12.6,.534,.374,.148,1.7,8.9,5.2,7.9,2.0,0.9,9.4,17.6,1.8,1.4,3.2,.087,0.4,-0.1,0.3,1.0
David Lee,PF,28,GSW,57,2121,19.7,.549,.005,.304,9.2,19.9,14.6,13.6,1.3,0.8,12.5,26.0,3.8,1.2,5.0,.113,1.1,-0.7,0.4,1.3
Malcolm Lee,SG,21,MIN,19,243,9.3,.466,.169,.288,4.1,7.8,5.9,19.8,1.7,1.2,20.4,15.3,0.0,0.1,0.1,.024,-3.0,-0.1,-3.0,-0.1
Kawhi Leonard,SF,20,SAS,64,1534,16.6,.573,.270,.218,7.9,16.4,12.2,6.6,2.9,1.1,9.0,14.5,3.1,2.4,5.5,.171,2.0,2.3,4.3,2.4
Travis Leslie,SG,21,LAC,10,45,14.6,.390,.000,.643,15.7,8.0,11.9,17.0,2.4,3.7,10.0,20.5,0.0,0.0,0.1,.060,-1.5,1.3,-0.2,0.0
Jon Leuer,PF,22,MIL,46,555,15.3,.536,.047,.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,.122,-0.9,-0.5,-1.4,0.1
Rashard Lewis,SF,32,WAS,28,729,9.3,.457,.303,.167,5.2,11.7,8.4,5.7,1.6,1.1,11.9,16.5,-0.2,0.4,0.3,.018,-2.2,-0.8,-3.0,-0.2
DeAndre Liggins,SF,23,ORL,17,115,8.9,.495,.160,.760,5.9,9.2,7.5,7.1,2.8,0.0,23.1,17.7,-0.1,0.1,0.0,.000,-4.5,0.1,-4.4,-0.1
Jeremy Lin,PG,23,NYK,35,940,19.9,.552,.196,.478,2.2,11.1,6.6,41.0,3.0,0.8,21.4,28.1,1.3,1.4,2.7,.140,2.0,0.2,2.2,1.0
Shaun Livingston,SG,26,MIL,58,1092,11.0,.520,.011,.292,3.8,8.7,6.2,16.6,1.3,1.4,17.8,15.0,0.7,0.6,1.3,.055,-2.4,-0.3,-2.7,-0.2
Brook Lopez,C,23,NJN,5,136,21.9,.527,.000,.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3,0.0,0.3,.091,0.0,-4.8,-4.8,-0.1
Robin Lopez,C,23,PHO,64,895,15.2,.526,.000,.520,11.5,14.8,13.2,3.4,1.0,4.9,11.5,18.9,1.2,0.9,2.1,.115,-1.8,0.8,-1.0,0.2
Kevin Love,PF,23,MIN,55,2145,25.4,.568,.266,.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,10.0,.223,5.1,-0.6,4.5,3.5
Kyle Lowry,PG,25,HOU,47,1510,18.8,.558,.411,.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22.0,3.3,1.6,4.9,.156,3.6,0.5,4.1,2.3
John Lucas III,PG,29,CHI,49,726,16.3,.496,.391,.089,3.4,8.1,5.8,25.8,1.4,0.1,10.1,26.0,1.2,1.0,2.2,.143,2.3,-2.1,0.2,0.4
Shelvin Mack,PG,21,WAS,64,779,11.9,.468,.191,.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,0.2,0.5,0.7,.042,-2.2,-1.8,-3.9,-0.4
Vernon Macklin,C,25,DET,23,135,18.2,.559,.000,.400,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,0.3,0.1,0.5,.161,-0.2,-0.5,-0.6,0.0
Corey Maggette,SF,32,CHA,32,881,14.1,.517,.177,.558,2.6,14.0,8.1,8.3,1.4,0.1,11.3,27.4,0.5,0.1,0.7,.038,-1.4,-3.7,-5.2,-0.7
Jamaal Magloire,C,33,TOR,34,374,2.7,.360,.000,.600,7.9,27.3,17.7,2.4,0.6,2.2,27.9,9.9,-0.7,0.5,-0.2,-0.021,-8.2,0.9,-7.3,-0.5
Ian Mahinmi,C,25,DAL,61,1139,13.5,.585,.004,.618,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,.144,-1.9,0.8,-1.2,0.2
Shawn Marion,SF,33,DAL,63,1919,15.0,.488,.105,.144,8.6,18.6,13.6,11.5,1.8,1.5,12.5,19.0,1.0,2.7,3.7,.092,-1.1,2.2,1.1,1.5
Cartier Martin,SF,27,WAS,17,391,12.8,.555,.560,.142,3.4,13.4,8.4,4.2,1.5,0.4,8.4,17.8,0.5,0.2,0.7,.090,0.9,-2.5,-1.7,0.0
Kenyon Martin,PF,34,LAC,42,940,9.9,.445,.059,.245,6.1,16.9,11.5,2.9,2.5,3.8,11.6,13.5,-0.3,1.2,0.9,.048,-4.0,2.5,-1.5,0.1
Kevin Martin,SG,28,HOU,40,1264,16.5,.554,.419,.333,1.2,8.6,4.9,14.5,1.2,0.2,10.2,24.7,2.7,0.6,3.3,.125,2.7,-2.5,0.2,0.7
Roger Mason,SG,31,WAS,52,697,12.1,.530,.597,.105,1.1,10.1,5.6,11.0,1.0,0.6,10.6,19.4,0.6,0.2,0.9,.059,0.4,-3.3,-2.9,-0.2
Wesley Matthews,SG,25,POR,66,2228,14.1,.539,.442,.224,2.9,9.0,5.9,8.3,2.3,0.5,8.0,18.7,3.4,1.4,4.8,.104,1.9,-0.6,1.3,1.9
Jason Maxiell,PF,28,DET,65,1466,11.7,.493,.005,.277,9.9,17.4,13.6,4.7,1.2,2.7,14.2,15.8,0.4,1.3,1.7,.057,-2.7,0.2,-2.5,-0.2
Eric Maynor,PG,24,OKC,9,137,9.1,.466,.436,.103,2.7,7.8,5.4,24.1,1.9,0.0,21.3,17.1,0.0,0.1,0.1,.037,-1.8,-2.2,-4.0,-0.1
O.J. Mayo,SG,24,MEM,66,1771,14.7,.513,.374,.234,1.9,12.1,6.9,16.1,2.1,1.1,13.3,23.9,1.3,2.2,3.5,.094,0.7,-0.4,0.3,1.0
Luc Mbah a Moute,PF,25,MIL,43,1009,13.9,.544,.015,.395,8.2,16.9,12.4,4.4,2.0,1.6,11.3,15.1,1.2,1.1,2.4,.112,-1.4,0.6,-0.8,0.3
JaVale McGee,C,24,TOT,61,1535,19.9,.552,.000,.303,12.1,23.3,17.7,3.5,1.2,6.6,12.2,20.7,1.9,2.2,4.1,.127,-1.4,1.2,-0.1,0.7
JaVale McGee,C,24,WAS,41,1124,19.6,.539,.000,.290,12.6,23.8,18.2,3.9,1.2,6.9,13.1,20.7,1.2,1.6,2.8,.120,-1.6,1.6,0.0,0.6
JaVale McGee,C,24,DEN,20,411,20.5,.588,.000,.336,10.5,21.8,16.3,2.5,1.2,5.9,9.8,21.0,0.7,0.6,1.3,.148,-0.7,0.2,-0.5,0.2
Tracy McGrady,SF,32,ATL,52,837,13.6,.510,.143,.359,3.3,18.2,10.8,20.8,1.0,1.4,16.5,18.0,0.5,1.1,1.6,.094,-2.4,0.6,-1.7,0.1
Dominic McGuire,PF,26,GSW,64,1127,11.8,.486,.019,.252,7.4,17.4,12.4,14.0,2.0,2.5,19.4,11.8,0.6,0.9,1.5,.062,-2.4,2.0,-0.4,0.4
Josh McRoberts,PF,24,LAL,50,718,10.9,.516,.059,.305,9.9,16.4,13.3,10.5,1.1,1.8,18.8,10.5,0.6,0.8,1.4,.095,-1.8,1.6,-0.2,0.3
Jodie Meeks,SG,24,PHI,66,1644,11.5,.551,.570,.182,1.1,9.8,5.4,5.0,1.3,0.1,5.4,15.2,2.1,2.0,4.1,.120,0.4,-0.8,-0.4,0.7
C.J. Miles,SG,24,UTA,56,1145,12.4,.484,.323,.292,2.7,9.0,5.8,9.6,2.1,1.3,9.2,22.7,0.7,0.8,1.5,.063,-0.2,-1.5,-1.7,0.1
Darko Milicic,C,26,MIN,29,472,9.0,.458,.000,.285,8.2,14.6,11.4,5.9,1.0,3.8,17.9,16.8,-0.4,0.4,0.0,.003,-4.7,1.6,-3.1,-0.1
Andre Miller,SG,35,DEN,66,1809,14.8,.510,.150,.306,3.5,10.5,7.1,36.5,1.8,0.4,22.0,19.8,1.9,1.0,2.9,.078,0.2,-1.0,-0.8,0.6
Brad Miller,C,35,MIN,15,146,10.7,.542,.556,.444,3.0,11.5,7.2,24.3,1.4,1.0,27.1,13.5,0.1,0.1,0.2,.060,-1.7,-0.5,-2.2,0.0
Mike Miller,SG,31,MIA,39,752,11.4,.561,.560,.024,3.6,16.2,10.2,8.7,1.0,0.6,12.4,14.9,0.8,1.0,1.8,.113,0.1,-0.7,-0.6,0.3
Patty Mills,PG,23,SAS,16,261,21.5,.604,.431,.115,1.8,10.3,6.2,25.9,2.0,0.3,16.0,28.4,0.6,0.3,0.9,.161,4.3,-1.9,2.5,0.3
Paul Millsap,PF,26,UTA,64,2100,21.8,.545,.036,.296,9.7,21.2,15.4,12.4,2.9,2.0,10.3,23.2,4.9,2.9,7.8,.179,2.9,2.1,5.0,3.7
Nazr Mohammed,C,34,OKC,63,692,11.0,.477,.006,.136,10.4,17.1,14.0,3.1,1.5,3.9,12.7,13.4,0.3,1.0,1.3,.090,-3.1,0.9,-2.2,0.0
Greg Monroe,C,21,DET,66,2082,22.0,.563,.001,.348,13.3,23.6,18.3,14.0,2.1,1.7,15.2,23.6,4.3,2.7,7.0,.161,2.4,1.4,3.8,3.1
Jamario Moon,SF,31,CHA,8,123,3.4,.362,.417,.083,1.8,19.3,10.3,6.4,0.4,3.0,24.3,12.3,-0.3,0.0,-0.3,-0.100,-8.3,-0.3,-8.6,-0.2
E'Twaun Moore,PG,22,BOS,38,331,8.8,.474,.398,.062,1.5,9.9,5.9,17.0,1.8,0.7,15.3,19.9,-0.3,0.5,0.2,.031,-3.0,-0.5,-3.5,-0.1
Mikki Moore,C,36,GSW,7,118,6.3,.520,.000,.350,6.8,14.4,10.6,6.0,1.3,2.0,23.3,11.8,0.0,0.1,0.1,.022,-4.2,0.1,-4.1,-0.1
Darius Morris,PG,21,LAL,19,169,5.2,.500,.214,.214,1.4,8.8,5.3,19.1,0.6,0.0,29.2,17.6,-0.2,0.1,-0.2,-0.045,-5.6,-2.5,-8.1,-0.3
Marcus Morris,PF,22,HOU,17,126,3.8,.348,.315,.148,4.6,10.2,7.4,3.7,0.8,1.2,6.5,22.2,-0.3,0.1,-0.2,-0.083,-6.5,-3.5,-10.0,-0.3
Markieff Morris,PF,22,PHO,63,1227,12.1,.484,.284,.243,6.4,19.1,12.8,8.2,1.7,2.5,12.7,20.4,0.1,1.4,1.5,.059,-1.6,1.0,-0.6,0.4
Anthony Morrow,SG,26,NJN,62,1636,13.1,.531,.435,.158,2.1,7.0,4.5,6.8,1.5,0.4,9.0,21.6,1.7,0.0,1.7,.051,0.4,-3.4,-3.0,-0.4
Timofey Mozgov,C,25,DEN,44,687,13.2,.556,.000,.300,9.3,20.8,15.2,4.9,1.1,4.8,19.8,17.4,0.3,0.8,1.1,.074,-3.0,1.5,-1.6,0.1
Byron Mullens,C,22,CHA,65,1465,13.0,.473,.086,.190,7.3,18.8,12.8,7.5,0.8,2.6,10.4,22.5,-0.4,0.6,0.2,.007,-3.3,-1.7,-5.0,-1.1
Troy Murphy,PF,31,LAL,59,956,9.0,.537,.392,.053,4.9,16.9,11.2,7.9,0.8,1.2,12.9,9.6,0.8,0.9,1.7,.088,-1.6,0.6,-1.0,0.2
Hamady N'Diaye,C,25,WAS,3,3,-13.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,-0.369,-15.6,-4.8,-20.4,0.0
Eduardo Najera,PF,35,CHA,22,270,9.3,.441,.453,.063,4.5,17.2,10.6,7.4,3.7,1.1,9.6,12.4,-0.1,0.3,0.2,.035,-2.8,1.0,-1.8,0.0
Steve Nash,PG,37,PHO,62,1961,20.3,.625,.254,.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,5.9,.144,2.9,-3.5,-0.5,0.7
Gary Neal,SG,27,SAS,56,1206,14.2,.542,.407,.132,1.2,9.9,5.6,15.1,1.2,0.1,10.5,21.7,1.6,0.9,2.5,.101,1.3,-1.8,-0.5,0.5
Jameer Nelson,PG,29,ORL,57,1706,14.6,.524,.381,.145,1.9,10.4,6.1,34.0,1.2,0.2,17.3,21.4,2.3,1.2,3.5,.099,1.4,-1.5,-0.2,0.8
Joakim Noah,C,26,CHI,64,1945,19.6,.561,.002,.420,14.1,21.8,18.0,12.7,1.1,3.4,13.7,15.8,4.9,4.2,9.0,.223,1.8,4.0,5.8,3.8
Andres Nocioni,SF,32,PHI,11,56,1.8,.342,.300,.550,2.0,25.9,13.9,2.6,1.0,1.3,16.8,25.0,-0.3,0.1,-0.2,-0.139,-11.8,-2.7,-14.5,-0.2
Steve Novak,PF,28,NYK,54,1020,15.9,.684,.837,.077,1.0,10.9,5.9,2.0,0.8,0.7,5.7,16.2,2.9,0.9,3.9,.181,3.7,-2.7,1.1,0.8
Dirk Nowitzki,PF,33,DAL,62,2079,21.7,.564,.205,.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,.175,2.3,-0.5,1.8,2.0
Jermaine O'Neal,C,33,BOS,25,570,9.4,.468,.000,.258,8.0,19.4,14.0,2.7,0.7,5.8,13.6,13.0,-0.1,1.2,1.1,.091,-5.1,3.4,-1.7,0.0
Lamar Odom,SF,32,DAL,50,1027,9.2,.423,.318,.281,4.0,18.7,11.4,12.9,1.0,1.4,11.7,20.1,-0.9,1.2,0.3,.014,-3.6,0.5,-3.1,-0.3
Emeka Okafor,C,29,NOH,27,781,15.1,.539,.000,.346,10.8,21.4,16.2,5.3,1.1,2.8,13.0,17.2,0.8,0.9,1.7,.103,-1.5,0.8,-0.6,0.3
Mehmet Okur,C,32,NJN,17,454,8.4,.460,.518,.036,5.5,15.5,10.4,11.1,1.1,0.8,15.0,16.8,-0.2,0.1,0.0,-0.004,-1.8,-1.3,-3.1,-0.1
Daniel Orton,PF,21,ORL,16,187,12.7,.549,.033,.833,11.6,12.5,12.0,4.3,2.3,3.8,14.6,12.0,0.2,0.3,0.5,.129,-1.5,2.7,1.2,0.2
Travis Outlaw,SF,27,SAC,39,500,9.6,.428,.343,.263,4.0,9.7,6.7,4.8,1.9,3.1,9.3,18.7,-0.3,0.2,-0.1,-0.008,-3.5,-1.2,-4.7,-0.3
Larry Owens,SF,29,NJN,7,75,5.8,.509,.455,.364,3.0,17.5,10.1,8.1,0.0,1.0,13.6,9.0,0.0,0.0,0.1,.035,-3.8,-1.7,-5.5,-0.1
Zaza Pachulia,C,27,ATL,58,1640,14.0,.557,.000,.466,11.1,21.5,16.4,7.4,1.8,1.4,16.5,14.0,2.3,2.8,5.0,.147,-1.0,2.3,1.4,1.4
Jannero Pargo,PG,32,ATL,50,671,13.6,.539,.545,.079,1.6,11.1,6.4,24.1,1.6,0.2,15.8,21.8,0.6,0.8,1.3,.095,0.8,-1.9,-1.1,0.1
Jeremy Pargo,PG,25,MEM,44,424,4.4,.389,.253,.180,3.2,7.0,5.1,20.2,1.9,0.0,22.1,22.2,-1.1,0.4,-0.8,-0.085,-5.7,-2.0,-7.7,-0.6
Anthony Parker,SF,36,CLE,51,1280,10.9,.523,.423,.172,0.9,11.8,6.1,15.7,1.6,0.4,12.5,14.1,1.0,0.4,1.4,.052,-0.8,-1.1,-2.0,0.0
Tony Parker,PG,29,SAS,60,1923,22.0,.539,.069,.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,5.5,1.6,7.1,.177,3.2,-1.5,1.7,1.8
Chandler Parsons,SF,23,HOU,63,1804,13.3,.513,.324,.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,3.4,.090,0.5,1.2,1.7,1.7
Patrick Patterson,PF,22,HOU,64,1483,11.5,.457,.006,.112,8.7,13.7,11.2,5.7,1.0,1.8,8.4,17.9,0.5,1.1,1.6,.052,-2.7,-0.2,-2.9,-0.3
Chris Paul,PG,26,LAC,60,2181,27.0,.581,.239,.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,12.7,.278,8.0,-0.1,7.9,5.4
Sasha Pavlovic,SF,28,BOS,45,527,6.7,.456,.453,.063,0.9,14.5,8.0,5.3,2.0,2.2,13.2,13.8,-0.6,1.0,0.4,.039,-4.5,1.9,-2.6,-0.1
Nikola Pekovic,C,26,MIN,47,1264,21.4,.607,.000,.412,15.8,14.6,15.2,4.6,1.2,1.8,14.0,21.9,3.6,0.9,4.5,.170,2.1,-0.6,1.5,1.1
Kendrick Perkins,C,27,OKC,65,1744,8.7,.528,.000,.427,8.4,18.8,13.9,6.4,0.7,3.0,27.5,11.1,0.0,2.1,2.0,.056,-2.7,2.1,-0.6,0.6
Johan Petro,C,26,NJN,59,920,10.3,.452,.004,.142,8.3,20.3,14.1,8.2,1.2,1.9,12.1,15.6,0.1,0.6,0.7,.034,-4.0,-0.3,-4.3,-0.5
Paul Pierce,SF,34,BOS,61,2075,19.6,.567,.307,.387,2.2,15.2,9.0,24.3,1.8,1.0,14.2,28.1,3.3,3.7,7.0,.161,3.3,1.1,4.4,3.4
Mickael Pietrus,SG,29,BOS,42,921,8.5,.509,.674,.115,2.4,13.7,8.3,4.4,1.2,0.8,10.4,16.5,-0.2,1.4,1.2,.063,-1.4,-0.3,-1.6,0.1
Dexter Pittman,C,23,MIA,35,301,10.4,.498,.000,.298,11.1,16.8,14.1,4.9,1.4,2.2,13.8,19.0,0.1,0.5,0.6,.101,-3.4,-0.6,-4.0,-0.2
Quincy Pondexter,SF,23,MEM,64,1002,9.4,.517,.305,.222,6.3,8.5,7.3,4.1,1.4,0.4,10.3,13.2,0.9,0.9,1.7,.082,-1.1,-0.8,-1.9,0.0
A.J. Price,PG,25,IND,44,568,11.5,.454,.506,.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,.063,-0.2,-1.7,-1.9,0.0
Ronnie Price,PG,28,PHO,36,517,8.4,.465,.338,.192,4.0,8.2,6.1,18.7,3.4,0.4,24.6,16.4,-0.4,0.5,0.1,.008,-2.2,1.2,-1.0,0.1
Tayshaun Prince,SF,31,DET,63,2087,12.8,.470,.130,.144,4.0,12.4,8.0,13.2,0.7,1.2,8.0,20.4,1.2,0.9,2.1,.048,-1.0,-1.3,-2.2,-0.1
Joel Przybilla,C,32,POR,27,449,6.0,.492,.000,.375,7.4,28.9,17.9,1.9,0.5,2.8,28.2,7.9,-0.2,0.5,0.3,.034,-6.1,0.8,-5.3,-0.4
Vladimir Radmanovic,SF,31,ATL,49,755,11.7,.524,.685,.147,5.3,16.8,11.1,10.9,1.5,1.5,14.3,15.2,0.5,1.1,1.6,.103,-0.3,0.6,0.3,0.4
Anthony Randolph,PF,22,MIN,34,517,17.6,.532,.005,.420,9.0,17.5,13.2,6.6,1.3,4.8,14.4,23.8,0.5,0.6,1.1,.099,-2.6,1.0,-1.5,0.1
Zach Randolph,PF,30,MEM,28,735,17.9,.500,.028,.309,12.1,23.9,17.9,11.2,1.5,0.4,11.0,22.4,1.0,1.1,2.1,.135,-0.1,0.1,0.1,0.4
Michael Redd,SG,32,PHO,51,770,13.9,.511,.367,.308,2.1,9.1,5.6,7.1,0.9,0.0,8.3,26.3,0.6,0.2,0.8,.052,-0.2,-4.0,-4.2,-0.4
J.J. Redick,SG,27,ORL,65,1765,15.1,.575,.459,.269,1.2,8.8,4.9,16.2,0.8,0.3,9.4,19.2,4.2,1.0,5.2,.142,2.2,-1.9,0.3,1.0
Ryan Reid,PF,25,OKC,5,17,17.6,.800,.000,.000,7.2,6.3,6.7,0.0,0.0,0.0,16.7,16.0,0.0,0.0,0.1,.142,0.5,-6.0,-5.5,0.0
Jason Richardson,SG,31,ORL,54,1591,13.3,.502,.465,.116,2.6,11.6,7.0,12.0,1.8,1.1,8.7,20.2,1.2,1.6,2.8,.084,0.6,0.0,0.6,1.0
