Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Ivan Johnson,"01/11/12, ATL @ IND",27,2,125,1969,326,631,3,19,153,231,141,492,78,99,32,140,247,808,.517,.158,.662,15.8,6.5,3.9,0.6
JaJuan Johnson,"01/1/12, BOS @ WAS",22,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,.446,,.667,8.3,3.2,1.6,0.2
Jerome Jordan,"01/10/15, BRK @ DET",25,2,65,491,67,127,0,0,46,54,66,132,17,9,21,24,73,180,.528,,.852,7.6,2.8,2.0,0.3
Cory Joseph,"01/1/16, TOR vs. CHO",20,8,498,10631,1370,3060,222,670,531,697,244,1266,1367,372,100,501,726,3493,.448,.331,.762,21.3,7.0,2.5,2.7
Enes Kanter,"01/1/19, NYK @ DEN",19,8,560,12437,2713,5033,39,131,1180,1509,1629,4238,458,222,251,883,1235,6645,.539,.298,.782,22.2,11.9,7.6,0.8
D.J. Kennedy,"04/25/12, CLE vs. WAS",22,1,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,.417,.500,.000,29.5,6.0,3.5,1.5
Brandon Knight,"01/1/13, DET vs. SAC",20,7,394,12057,2103,5094,630,1784,1020,1256,223,1286,1638,356,70,1023,796,5856,.413,.353,.812,30.6,14.9,3.3,4.2
Malcolm Lee,"03/10/12, MIN vs. NOH",21,3,36,534,52,136,10,34,26,37,24,65,51,20,10,27,52,140,.382,.294,.703,14.8,3.9,1.8,1.4
Kawhi Leonard,"01/1/17, SAS @ ATL",20,8,447,13758,2810,5673,602,1565,1526,1799,564,2826,1049,798,309,640,767,7748,.495,.385,.848,30.8,17.3,6.3,2.3
Travis Leslie,"01/17/12, LAC @ UTA",21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,.357,,.444,4.5,1.4,0.9,0.5
Jon Leuer,"01/1/17, DET @ MIA",22,8,367,5886,973,2009,124,379,311,405,352,1414,299,137,102,257,574,2381,.484,.327,.768,16.0,6.5,3.9,0.8
DeAndre Liggins,"01/10/17, CLE @ UTA",23,5,177,1907,129,321,43,122,45,82,47,252,122,108,31,86,201,346,.402,.352,.549,10.8,2.0,1.4,0.7
Shelvin Mack,"01/1/12, WAS vs. BOS",21,8,451,8333,1162,2732,301,910,360,490,118,892,1419,297,24,554,563,2985,.425,.331,.735,18.5,6.6,2.0,3.1
Vernon Macklin,"01/10/12, DET vs. DAL",25,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,.543,,.571,5.9,2.0,1.5,0.2
E'Twaun Moore,"01/1/12, BOS @ WAS",22,8,506,10986,1651,3604,466,1198,283,381,235,1015,925,342,114,461,821,4051,.458,.389,.743,21.7,8.0,2.0,1.8
Darius Morris,"01/1/13, LAL vs. PHI",21,4,132,1464,166,432,47,146,51,81,40,126,189,45,2,112,127,430,.384,.322,.630,11.1,3.3,1.0,1.4
Marcus Morris,"01/1/17, DET @ MIA",22,8,519,13711,2212,5103,717,1968,831,1116,497,2354,789,366,132,605,1079,5972,.433,.364,.745,26.4,11.5,4.5,1.5
Markieff Morris,"01/10/12, PHO @ LAL",22,8,555,14652,2547,5656,421,1247,1055,1355,745,3094,961,508,330,929,1636,6570,.450,.338,.779,26.4,11.8,5.6,1.7
Daniel Orton,"01/2/14, PHI @ SAC",21,3,51,542,50,103,0,1,43,72,48,126,24,18,28,29,81,143,.485,.000,.597,10.6,2.8,2.5,0.5
Jeremy Pargo,"01/1/12, MEM @ CHI",25,2,83,1079,149,400,35,112,58,89,20,86,147,28,2,96,92,391,.373,.313,.652,13.0,4.7,1.0,1.8
Chandler Parsons,"01/1/16, DAL @ MIA",23,8,413,12742,2063,4428,657,1746,604,853,352,1899,1157,390,147,624,824,5387,.466,.376,.708,30.9,13.0,4.6,2.8
Ryan Reid,"02/14/12, OKC vs. UTA",25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,.800,,,3.4,1.6,0.4,0.0
Ricky Rubio,"01/1/12, MIN vs. DAL",21,8,477,14819,1693,4377,398,1226,1482,1770,316,2013,3687,929,65,1321,1252,5266,.387,.325,.837,31.1,11.0,4.2,7.7
Walker Russell,"01/20/12, DET vs. MEM",29,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,.347,.308,.636,12.8,3.0,0.9,2.1
Josh Selby,"01/1/12, MEM @ CHI",20,2,38,296,31,94,3,21,18,25,2,20,34,9,0,36,24,83,.330,.143,.720,7.8,2.2,0.5,0.9
Iman Shumpert,"01/1/19, SAC vs. POR",21,8,425,10801,1164,2956,457,1338,375,488,306,1439,806,489,113,506,1000,3160,.394,.342,.768,25.4,7.4,3.4,1.9
Xavier Silas,"03/31/18, BOS vs. TOR",24,2,4,46,4,18,1,8,2,3,3,6,3,1,0,3,6,11,.222,.125,.667,11.5,2.8,1.5,0.8
Chris Singleton,"01/1/12, WAS vs. BOS",22,3,148,2605,233,620,58,182,88,139,112,472,92,117,57,100,325,612,.376,.319,.633,17.6,4.1,3.2,0.6
Donald Sloan,"01/1/14, IND @ TOR",24,5,218,3749,449,1098,98,316,193,256,54,455,651,83,8,230,193,1189,.409,.310,.754,17.2,5.5,2.1,3.0
Greg Smith,"01/10/14, HOU @ ATL",21,5,149,1834,243,394,0,1,110,191,165,489,41,32,59,65,290,596,.617,.000,.576,12.3,4.0,3.3,0.3
Jerry Smith,"03/16/12, NJN @ ORL",24,1,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,.214,.167,,9.2,1.4,1.4,0.8
Nolan Smith,"01/13/12, POR @ SAS",23,2,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,.371,.260,.714,9.9,3.3,1.0,1.2
Greg Stiemsma,"01/1/12, BOS @ WAS",26,4,203,3048,269,529,0,1,103,146,190,679,97,118,232,143,512,641,.509,.000,.705,15.0,3.2,3.3,0.5
Julyan Stone,"01/11/12, DEN vs. NJN",23,4,70,502,28,63,10,32,14,20,10,77,77,16,8,25,56,80,.444,.313,.700,7.2,1.1,1.1,1.1
Isaiah Thomas,"01/1/12, SAC vs. NOH",22,7,473,14076,2883,6572,921,2549,2236,2551,263,1207,2430,446,49,1126,1015,8923,.439,.361,.877,29.8,18.9,2.6,5.1
Lance Thomas,"01/1/13, NOH vs. ATL",23,8,369,6815,692,1654,145,371,376,468,281,949,244,146,54,249,633,1905,.418,.391,.803,18.5,5.2,2.6,0.7
Malcolm Thomas,"01/13/12, SAS vs. POR",23,4,40,329,30,69,1,11,15,25,27,96,14,6,7,25,30,76,.435,.091,.600,8.2,1.9,2.4,0.4
Trey Thompkins,"01/1/12, LAC vs. POR",21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,.393,.308,.714,5.0,2.4,1.0,0.1
Klay Thompson,"01/10/12, GSW vs. MIA",21,8,588,19431,4293,9360,1704,4076,1138,1342,257,2036,1334,536,317,1019,1266,11428,.459,.418,.848,33.0,19.4,3.5,2.3
Mychel Thompson,"01/29/12, CLE @ BOS",23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,.292,.364,,19.0,3.6,1.0,1.4
Tristan Thompson,"01/1/12, CLE vs. NJN",20,8,554,15496,2028,3911,0,9,1030,1689,1870,4767,493,284,397,606,1306,5086,.519,.000,.610,28.0,9.2,8.6,0.9
Jeremy Tyler,"01/11/14, NYK @ PHI",20,3,104,1034,157,349,0,1,59,106,98,269,25,23,42,68,164,373,.450,.000,.557,9.9,3.6,2.6,0.2
Edwin Ubiles,"03/21/12, WAS @ NJN",25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,.278,.200,1.000,13.0,3.5,2.5,0.3
Jan Vesely,"01/1/13, WAS vs. DAL",21,3,162,2455,263,505,0,2,64,157,225,562,96,107,84,123,384,590,.521,.000,.408,15.2,3.6,3.5,0.6
Nikola Vucevic,"01/1/16, ORL @ WAS",21,8,508,15225,3445,6870,153,461,780,1061,1374,5100,1202,430,481,890,1318,7823,.501,.332,.735,30.0,15.4,10.0,2.4
Kemba Walker,"01/1/12, CHA @ MIA",21,8,575,19527,3876,9303,1188,3318,2246,2698,324,2177,3116,759,226,1239,862,11186,.417,.358,.832,34.0,19.5,3.8,5.4
Derrick Williams,"01/1/12, MIN vs. DAL",20,7,428,8864,1329,3064,251,838,900,1267,351,1693,293,199,108,399,532,3809,.434,.300,.710,20.7,8.9,4.0,0.7
Elliot Williams,"01/1/14, PHI @ DEN",22,4,109,1470,193,458,54,174,97,145,38,161,94,45,6,78,158,537,.421,.310,.669,13.5,4.9,1.5,0.9
Jordan Williams,"01/11/12, NJN @ DEN",21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,.507,,.652,14.8,4.6,3.6,0.3
Chris Wright,"01/10/12, GSW vs. MIA",23,2,32,312,44,80,0,1,30,46,29,65,9,14,18,13,39,118,.550,.000,.652,9.8,3.7,2.0,0.3
