Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Marquese Chriss,"01/11/19, HOU vs. CLE",19,3,170,3374,497,1143,129,429,215,346,179,771,149,120,144,227,485,1338,.435,.301,.621,19.8,7.9,4.5,0.9
Semaj Christon,"01/2/17, OKC @ MIL",24,1,64,973,77,223,12,63,17,31,19,87,130,28,7,43,79,183,.345,.190,.548,15.2,2.9,1.4,2.0
Quinn Cook,"01/11/19, GSW vs. CHI",23,3,91,1577,283,594,106,253,39,50,25,187,190,31,4,77,134,711,.476,.419,.780,17.3,7.8,2.1,2.1
Deyonta Davis,"01/10/18, MEM vs. NOP",20,2,98,1181,185,312,0,0,48,75,95,310,42,18,56,40,165,418,.593,,.640,12.1,4.3,3.2,0.4
Malcolm Delaney,"01/1/17, ATL vs. SAS",27,2,127,2262,254,673,72,234,149,185,19,223,356,74,7,161,194,729,.377,.308,.805,17.8,5.7,1.8,2.8
Cheick Diallo,"01/10/18, NOP @ MEM",20,3,104,1141,197,354,0,2,88,120,99,407,36,29,45,57,142,482,.556,.000,.733,11.0,4.6,3.9,0.3
Kris Dunn,"01/1/17, MIN vs. POR",22,3,157,3695,539,1290,80,252,157,220,55,501,667,222,77,307,453,1315,.418,.317,.714,23.5,8.4,3.2,4.2
Henry Ellenson,"01/10/17, DET @ SAC",20,3,59,500,80,220,32,99,31,39,18,131,28,6,1,32,30,223,.364,.323,.795,8.5,3.8,2.2,0.5
Joel Embiid,"01/1/19, PHI @ LAC",22,3,143,4340,1151,2399,159,506,946,1204,329,1594,441,96,282,528,484,3407,.480,.314,.786,30.3,23.8,11.1,3.1
Kay Felder,"01/10/17, CLE @ UTA",21,2,58,526,83,228,11,41,46,61,6,59,78,21,8,46,49,223,.364,.268,.754,9.1,3.8,1.0,1.3
Yogi Ferrell,"01/1/19, SAC vs. POR",23,3,170,4096,562,1331,232,617,187,227,55,429,454,126,22,167,276,1543,.422,.376,.824,24.1,9.1,2.5,2.7
Dorian Finney-Smith,"01/11/19, DAL @ MIN",23,3,154,3371,318,775,130,414,105,148,167,535,132,114,55,116,292,871,.410,.314,.709,21.9,5.7,3.5,0.9
Bryn Forbes,"01/10/19, SAS vs. OKC",23,3,170,3351,489,1138,224,560,102,133,24,288,223,61,5,108,246,1304,.430,.400,.767,19.7,7.7,1.7,1.3
Patricio Garino,"04/10/17, ORL @ CHI",23,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,.000,.000,,8.6,0.0,1.4,0.0
Michael Gbinije,"02/6/17, DET vs. PHI",24,1,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,.100,.000,1.000,3.6,0.4,0.3,0.2
Marcus Georges-Hunt,"01/1/18, MIN vs. LAL",22,2,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,.418,.294,.710,5.8,1.6,0.5,0.2
Jonathan Gibson,"04/10/18, BOS @ WAS",29,2,21,271,49,118,21,57,21,29,1,25,30,8,0,24,26,140,.415,.368,.724,12.9,6.7,1.2,1.4
Treveon Graham,"01/10/17, CHO @ HOU",23,3,106,1604,140,345,60,162,63,90,60,193,82,45,7,44,165,403,.406,.370,.700,15.1,3.8,1.8,0.8
A.J. Hammons,"04/11/17, DAL vs. DEN",24,1,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,.405,.500,.450,7.4,2.2,1.6,0.2
Andrew Harrison,"01/10/18, MEM vs. NOP",22,3,145,2987,314,842,95,323,289,371,52,287,399,95,49,178,366,1012,.373,.294,.779,20.6,7.0,2.0,2.8
Juan Hernangomez,"01/1/19, DEN vs. NYK",21,3,137,2285,259,575,123,321,129,166,120,478,86,58,37,73,157,770,.450,.383,.777,16.7,5.6,3.5,0.6
Willy Hernangomez,"01/11/17, NYK @ PHI",22,3,164,2426,457,860,22,57,221,320,321,929,169,70,67,180,293,1157,.531,.386,.691,14.8,7.1,5.7,1.0
Buddy Hield,"01/1/19, SAC vs. POR",24,3,214,5552,1141,2530,504,1178,223,259,154,832,397,150,49,320,391,3009,.451,.428,.861,25.9,14.1,3.9,1.9
Danuel House,"01/11/19, HOU vs. CLE",23,3,49,1024,127,284,54,158,70,86,33,166,51,21,16,34,68,378,.447,.342,.814,20.9,7.7,3.4,1.0
Brandon Ingram,"01/1/17, LAL vs. TOR",19,3,180,5655,914,2022,117,364,466,713,149,834,522,120,105,371,435,2411,.452,.321,.654,31.4,13.4,4.6,2.9
Demetrius Jackson,"01/2/19, PHI @ PHO",22,3,26,136,18,37,4,14,8,12,9,19,17,7,1,11,11,48,.486,.286,.667,5.2,1.8,0.7,0.7
Pierre Jackson,"01/15/17, DAL vs. MIN",25,1,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,.333,.273,.857,10.5,4.4,1.1,2.4
Brice Johnson,"02/23/17, LAC @ GSW",22,2,21,107,22,49,0,1,3,5,10,34,3,11,7,6,13,47,.449,.000,.600,5.1,2.2,1.6,0.1
Damian Jones,"01/22/17, GSW @ ORL",21,3,49,584,72,112,0,0,30,52,45,112,30,14,32,26,92,174,.643,,.577,11.9,3.6,2.3,0.6
Derrick Jones,"01/10/18, MIA @ IND",19,3,89,1458,193,377,25,81,90,138,127,279,39,48,52,45,159,501,.512,.309,.652,16.4,5.6,3.1,0.4
Mindaugas Kuzminskas,"01/11/17, NYK @ PHI",27,2,69,1018,158,371,54,168,55,68,47,126,69,29,11,51,79,425,.426,.321,.809,14.8,6.2,1.8,1.0
Skal Labissiere,"01/11/18, SAC vs. LAC",20,3,105,1953,334,703,24,69,153,203,152,470,104,43,64,116,216,845,.475,.348,.754,18.6,8.0,4.5,1.0
Nicolas Laprovittola,"10/25/16, SAS @ GSW",27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,.426,.370,1.000,9.7,3.3,0.6,1.6
Jake Layman,"01/10/17, POR @ LAL",22,3,111,1105,158,363,54,174,34,46,42,155,48,33,21,40,86,404,.435,.310,.739,10.0,3.6,1.4,0.4
Caris LeVert,"01/1/18, BRK vs. ORL",22,3,142,3517,588,1319,163,490,244,341,90,508,461,148,35,242,284,1583,.446,.333,.716,24.8,11.1,3.6,3.2
Shawn Long,"03/12/17, PHI @ LAL",24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,.560,.368,.543,13.0,8.2,4.7,0.7
Timothe Luwawu-Cabarrot,"01/11/17, PHI vs. NYK",21,3,142,2120,258,671,108,341,155,187,43,239,133,48,16,116,265,779,.385,.317,.829,14.9,5.5,1.7,0.9
Sheldon Mac,"01/10/17, WAS vs. CHI",24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,.400,.233,.852,9.6,3.0,1.1,0.5
Thon Maker,"01/1/18, MIL @ TOR",19,3,166,2209,272,631,85,256,117,179,132,435,87,58,97,70,301,746,.431,.332,.654,13.3,4.5,2.6,0.5
Patrick McCaw,"01/10/17, GSW vs. MIA",21,3,138,2148,201,486,61,211,57,73,40,198,167,80,25,87,139,520,.414,.289,.781,15.6,3.8,1.4,1.2
Rodney McGruder,"01/1/17, MIA vs. DET",25,3,143,3473,379,909,153,433,85,128,146,458,238,81,29,116,258,996,.417,.353,.664,24.3,7.0,3.2,1.7
Dejounte Murray,"01/11/18, SAS @ LAL",20,2,119,2065,320,725,18,57,126,178,116,501,279,105,37,172,180,784,.441,.316,.708,17.4,6.6,4.2,2.3
Jamal Murray,"01/1/19, DEN vs. NYK",19,3,210,5903,1102,2551,371,1029,457,519,168,716,672,167,70,397,396,3032,.432,.361,.881,28.1,14.4,3.4,3.2
Maurice Ndour,"01/15/17, NYK @ TOR",24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,.453,.143,.731,10.3,3.1,2.0,0.3
Georges Niang,"01/1/17, IND vs. ORL",23,3,72,428,57,149,29,86,12,15,12,79,28,12,3,21,43,155,.383,.337,.800,5.9,2.2,1.1,0.4
David Nwaba,"01/1/18, CHI vs. POR",24,3,112,2404,296,609,28,92,192,296,118,451,134,86,43,97,232,812,.486,.304,.649,21.5,7.3,4.0,1.2
Daniel Ochefu,"01/14/17, WAS vs. PHI",23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,.444,,.000,3.9,1.3,1.2,0.2
Chinanu Onuaku,"01/11/17, HOU @ MIN",20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,.583,,1.000,12.3,3.0,2.3,0.7
Georgios Papagiannis,"01/15/18, SAC @ OKC",19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,.514,.000,.857,12.2,4.1,3.2,0.7
Gary Payton,"01/15/18, LAL @ MEM",24,3,32,336,43,104,8,36,6,14,14,58,38,13,8,18,41,100,.413,.222,.429,10.5,3.1,1.8,1.2
Marshall Plumlee,"01/18/17, NYK @ BOS",24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,.515,,.571,7.7,1.9,2.3,0.4
Jakob Poeltl,"01/1/17, TOR @ LAL",21,3,186,2879,428,669,1,2,128,225,346,790,130,65,153,149,402,985,.640,.500,.569,15.5,5.3,4.2,0.7
Alex Poythress,"01/14/18, IND @ PHO",23,3,49,504,71,145,17,48,19,31,42,105,20,9,11,15,69,178,.490,.354,.613,10.3,3.6,2.1,0.4
Tim Quarterman,"02/15/17, POR @ UTA",22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,.438,.333,.400,4.9,1.8,0.9,0.6
Chasson Randle,"01/11/19, WAS vs. MIL",23,2,48,638,83,194,37,94,64,77,12,58,80,21,3,44,81,267,.428,.394,.831,13.3,5.6,1.2,1.7
Malachi Richardson,"01/11/19, TOR vs. BRK",21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,.358,.301,.783,8.9,2.8,1.0,0.3
Domantas Sabonis,"01/10/18, IND vs. MIA",20,3,205,4686,810,1609,71,207,359,489,343,1324,371,113,88,328,578,2050,.503,.343,.734,22.9,10.0,6.5,1.8
Dario Saric,"01/11/17, PHI vs. NYK",22,3,210,5693,957,2236,330,939,425,513,339,1318,460,135,56,390,436,2669,.428,.351,.828,27.1,12.7,6.3,2.2
Tomas Satoransky,"01/10/18, WAS vs. UTA",25,3,182,3605,411,835,94,229,165,213,138,469,587,131,30,182,295,1081,.492,.410,.775,19.8,5.9,2.6,3.2
Wayne Selden,"01/10/18, MEM vs. NOP",22,3,95,1682,241,565,88,243,91,126,37,142,140,39,13,107,149,661,.427,.362,.722,17.7,7.0,1.5,1.5
Pascal Siakam,"01/1/17, TOR @ LAL",22,3,189,4195,673,1270,69,257,219,298,227,914,326,138,122,194,437,1634,.530,.268,.735,22.2,8.6,4.8,1.7
Diamond Stone,"01/28/17, LAC @ GSW",19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,,1.000,3.4,1.4,0.9,0.0
Isaiah Taylor,"01/10/18, ATL @ DEN",22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,.413,.244,.699,17.2,6.3,1.4,2.9
Mike Tobey,"02/15/17, CHO @ TOR",22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,.250,,,12.5,1.0,1.5,0.5
Tyler Ulis,"01/12/17, PHO vs. DAL",21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,.403,.280,.808,20.9,7.5,1.7,4.0
Jarrod Uthoff,"03/10/17, DAL vs. BRK",23,1,9,115,16,38,3,9,5,7,8,22,9,2,4,3,8,40,.421,.333,.714,12.8,4.4,2.4,1.0
Denzel Valentine,"01/1/18, CHI vs. POR",23,2,134,3071,403,1009,216,578,52,69,59,544,307,95,18,148,271,1074,.399,.374,.754,22.9,8.0,4.1,2.3
Fred VanVleet,"01/1/18, TOR vs. MIL",22,3,161,3101,447,1094,198,506,171,206,49,357,498,127,34,150,253,1263,.409,.391,.830,19.3,7.8,2.2,3.1
Taurean Waller-Prince,"01/10/17, ATL @ BRK",22,3,172,4295,675,1598,272,734,283,343,89,665,328,161,80,315,352,1905,.422,.371,.825,25.0,11.1,3.9,1.9
Okaro White,"01/19/17, MIA vs. DAL",24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,.381,.340,.880,12.7,2.7,2.2,0.5
Isaiah Whitehead,"01/10/17, BRK vs. ATL",21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,.411,.305,.788,20.5,7.2,2.4,2.4
Troy Williams,"02/22/18, NYK @ ORL",22,3,69,1150,164,363,43,141,50,77,46,187,51,57,22,59,128,421,.452,.305,.649,16.7,6.1,2.7,0.7
Kyle Wiltjer,"03/10/17, HOU @ CHI",24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500,3.1,0.9,0.7,0.1
Stephen Zimmerman,"02/15/17, ORL vs. SAS",20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,.323,,.600,5.7,1.2,1.8,0.2
Paul Zipser,"01/1/18, CHI vs. POR",22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,.371,.335,.769,17.0,4.7,2.6,0.8
Ivica Zubac,"01/1/18, LAL @ MIN",19,3,113,1516,295,548,0,4,128,166,139,440,79,26,75,87,184,718,.538,.000,.771,13.4,6.4,3.9,0.7
